Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	jg.note	rat.owner	exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	tsnr.S1	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
136	136	136	136	added 04092104	OlliGrohn			1012	101208	1	9	11.07.2017	Wistar	Wistar	Male	2-4	84	250-300	294	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30.0	30	free-breathing	110.0	114	300.0	300	36.6	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0.0	600.0		Mapshim	2nd	200 kHz	yes								33.302186075	0.0703834900943911	-0.0173441680863047	0.0740748569728735	0.0513110720858352		0.0379337877561894	-0.0344291714567368	0.041995870024267	0.0341973052716067		0.0713634562876014	-0.0100591332615034	0.0871748252785688	0.0544217376173483		0.0893480575468833	0.0081436829101573	0.0699526302380665	0.0784024907289817		0.0883150985857394	-0.0018671415626974	0.0541526603701745	0.0526838263654382	
137	137	137	137	added 04092105	OlliGrohn			1012	101209	1	10	12.07.2017	Wistar	Wistar	Male	2-4	84	250-300	278	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30.0	30	free-breathing	110.0	114	360.0	358	36.8	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0.0	600.0		Mapshim	2nd	200 kHz	yes								31.99153933	0.0052314605210832	0.0784296507420555	0.187652751975193	-0.0472644846104345		0.0288540271034576	0.0532028713179712	0.1295428474956743	0.0051263437077321		0.0014550876591255	0.0913120814321522	0.1953099916672646	-0.0336607199300936		0.0164226077154215	0.0554606509130776	0.1581352466373385	-0.0553024722110615		0.0063649399896668	0.035190147688413	0.1246542779460572	-0.0855156961001328	
138	138	138	138	added 04092105	Nikko			1013	101300	1	sub-01	20.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	250-300	290	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	230.0	224	free-breathing	80.0	75.22	240.0	236.79	36.33		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	375 kHz	no	LR							25.338823165	0.1351719620639363	0.1537012954348309	0.0588503255653319	-0.0145438836162101		0.0994792246148535	0.1143298373595785	0.0313093665610499	-0.0643418804788415		0.1351719620639363	0.1537012954348309	0.0588503255653319	-0.0145438836162101		0.1263834046474487	0.3080912947633699	0.2100309194973793	-0.0530322179140266		0.1352205191226486	0.4316373899912489	0.2200383719218673	-0.0577679151692134	
139	139	139	139	added 04092106	Nikko	yes	epi2anat	1013	101301	1	sub-02	22.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	170.0	173	free-breathing	70.0	71.91	270.0	269.76	36.25		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	381 kHz	no	LR							4.4519721275	0.082942224592571	0.0	-0.1427646552759375	0.0001081972557483		0.0472618302781993	0.0	-0.04166531417336	8.739669142898578e-05		0.082942224592571	0.0	-0.1427646552759375	0.0001081972557483		0.2069851680916688	0.0	-0.0216798484920028	-1.810605481679604e-06		0.2166989855293802	0.0	-0.0103948651336066	1.0155784229120056e-05	
140	140	140	140	added 04092107	Nikko	yes	epi2anat	1013	101302	1	sub-03	23.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	180.0	179	free-breathing	50.0	48.89	220.0	216.01	36.6		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	375 kHz	no	LR							11.940316974	-0.0631249743750458	0.1108162423409608	0.0773951219726697	0.0733361286367975		0.0075666658352301	-0.0055015322130785	0.0295226634907484	0.0021146016952444		-0.0631249743750458	0.1108162423409608	0.0773951219726697	0.0733361286367975		0.0251704975480072	0.0633849689583841	0.0290182225882811	0.0395464719666778		0.0503763840667142	0.0575472222896077	0.0342785429108302	0.0311814534850403	
141	141	141	141	added 04092108	Nikko	yes	epi2anat	1013	101303	1	sub-04	24.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	300	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	190.0	194	free-breathing	80.0	80.89	230.0	230.71	36.77		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	382 kHz	no	LR							10.3304801825	0.0	0.0	-0.0101109019624876	7.847975099583409e-06		0.0	0.0	0.010903490724491	1.451341715106688e-05		0.0	0.0	-0.0101109019624876	7.847975099583409e-06		0.0	0.0	0.0174417840388203	-3.51955951723084e-05		0.0	0.0	0.0050953814660051	-2.756357862332284e-05	
142	142	142	142	added 04092109	Nikko			1013	101304	1	sub-05	27.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	350-400	360	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	180.0	179	free-breathing	70.0	73.66	230.0	228.71	37		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	375 kHz	no	LR							22.936665605	0.099142468251073	0.1425573811955742	0.1445221343822025	0.086574478259714		0.0977047524390258	0.1856618892365664	0.131341752417665	0.0038108818981267		0.099142468251073	0.1425573811955742	0.1445221343822025	0.086574478259714		0.1480333343258763	0.1476643797534164	0.1123737022861611	0.1090720624688028		0.1384794514831073	0.1644329298039089	0.1283661052865955	0.107496014040742	
143	143	143	143	added 04092110	Nikko			1013	101305	1	sub-13	18.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	400-450	420	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	90.0	92	free-breathing	110.0	109.46	250.0	249.78	36.37		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	375 kHz	no	LR							15.193738375	0.0007861014444061	-0.0587614600717841	-0.0883196767754033	0.0451087069802866		0.0164975414472329	-0.0617046818490748	-0.0001089901767556	0.0638216297429099		0.0007861014444061	-0.0587614600717841	-0.0883196767754033	0.0451087069802866		0.0057010370358661	0.0309096464354667	-0.0240457815610957	0.0301730274277886		-0.013475515219232	0.0346108389136582	-0.0766511164275283	0.0387136767578747	
144	144	144	144	added 04092111	Nikko			1013	101306	1	sub-14	19.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	310	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	160.0	161	free-breathing	90.0	90.7	270.0	270.96	37.12		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	384 kHz	no	LR							16.01724375	0.0279527777816083	-0.0764176468749205	0.116281659677293	-0.1926596796468261		0.0558257601534357	0.0139458271154876	0.0790239345671815	0.0203602143386496		0.0279527777816083	-0.0764176468749205	0.116281659677293	-0.1926596796468261		0.0807991922090604	-0.0184624270674489	-0.0279223583317454	-0.1156599363845795		0.0316425919438721	-0.0211010619398793	-0.034821794508898	-0.118788674979256	
145	145	145	145	added 04092112	Nikko	yes	epi2anat	1013	101307	1	sub-15	22.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	330	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	150.0	148	free-breathing	110.0	113.08	240.0	238.68	36.97		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	375 kHz	no	LR							4.584998492	-0.0481893691498152	-0.1228725370666853	-0.0014480743952722	-0.096952289144385		-0.0451169140081871	-0.0430031248086558	-0.0183528825902801	-0.0239541979698779		-0.0481255188390802	-0.1372128336227366	0.003497776306008	-0.1025467896449364		-0.0076245848242088	-0.0595436301867504	-0.0140921689950259	-0.0144797024676852		-0.0137981703905494	-0.0598122919145516	-0.0062356412160509	-0.0041190426904078	
146	146	146	146	added 04092113	Nikko			1013	101308	1	sub-16	24.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	350-400	360	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	190.0	191	free-breathing	80.0	84.97	210.0	205.06	37.01		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	385 kHz	no	LR							12.9611038	0.0935376350450488	0.0906085318429342	0.1062650626992389	-0.0305487209732202		0.0594496011114114	0.0589907538967094	0.0736889699544457	-0.0442236045843813		0.0935376350450488	0.0906085318429342	0.1062650626992389	-0.0305487209732202		0.1107321665912927	0.1100917015502564	0.0907129565297333	-0.1072247719107186		0.1042493809315328	0.1088348557644775	0.0846020237144866	-0.1034900398976134	
147	147	147	147	added 04092114	Nikko	yes	epi2anat	1013	101309	1	sub-17	25.01.2018	Wistar	Wistar	Female	6-8	3 - 10 months	300-350	305	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	170.0	166	free-breathing	110.0	110.33	280.0	283.49	37.48		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90.0	0.2	30.0	0.5	0.0	220.0	1	mapshim	1st + 2nd	375 kHz	no	LR							5.6154179615	0.0029226061377223	0.0296239817346915	0.1784443114363652	0.0285555004741077		0.0334853209770649	0.0265680506202164	0.1290269885708728	-0.0147008893546687		0.0029226061377223	0.0296239817346915	0.1784443114363652	0.0285555004741077		0.264469308905804	-0.0558610718020399	0.1513099243201999	-0.0309288463913564		0.2416000500588014	-0.0494194516216499	0.1523083029148889	-0.0286700418639747	
148	148	148	148	added 20092020	Golden			1014	101400	1	344	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	61	350-400	367	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						38.47901346	0.0124162152494839	-0.0896501541416065	0.0166929969245075	0.0103503374677169		-0.0045105314417442	-0.0551757655997065	0.0521687774633679	0.0011408844570962		0.0124162152494839	-0.0896501541416065	0.0166929969245075	0.0103503374677169		-0.0465036368641362	-0.1353888236086558	0.0110683668153379	0.0350762044389746		-0.0477116551529258	-0.1258289783256329	0.0170825731755546	0.0231035270206855	
149	149	149	149	added 20092020	Golden	yes	epi2anat	1014	101401	1	392	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	63	350-400	370	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						5.998011338	0.1023983626228138	0.028274589405787	0.0366322812006482	-0.0443702516678009		0.0267408313937309	0.0073086737518433	0.0257496573652832	0.036313884146616		0.1023983626228138	0.028274589405787	0.0366322812006482	-0.0443702516678009		0.0868543182659463	0.0608414950412943	0.0532625426885094	-0.0348217252209336		0.0820368888584945	0.065347155897745	0.0490494208367485	-0.0382758816751809	
150	150	150	150	added 20092020	Golden			1014	101402	1	399	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	63	350-400	395	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						39.203976875	0.0701876916168414	0.0805403272218491	0.1971811587444074	0.1130153374805678		0.0253816764900767	0.1020404166166706	0.1088334413612951	0.0850017193389811		0.0701876916168414	0.0805403272218491	0.1971811587444074	0.1130153374805678		0.0222792172709473	0.1295512049782233	0.2146217612190545	0.0953489556803117		0.0159638809569461	0.1353759778635077	0.2027888168434667	0.0801149419713634	
151	151	151	151	added 20092020	Golden			1014	101403	1	403	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	65	350-400	396	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						44.227322415	0.168377860144538	0.1857186227302024	0.2585733218305998	0.279168490854885		0.1363953834258079	0.2127874371510413	0.1712019357994041	0.1806338973733115		0.168377860144538	0.1857186227302024	0.2585733218305998	0.279168490854885		0.0554692019063227	-0.0515503842971805	0.046225821470595	0.0434759717792741		0.0554234059546089	-0.0683308143676411	0.01793788409867	0.0262207924042535	
152	152	152	152	added 20092020	Golden			1014	101404	1	404	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	64	300-350	327	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						50.509109655	0.1099050275143846	0.1054191708308976	0.0749667950237191	0.0803405360023008		0.0831074862164741	0.0689640631857201	0.0193484353006321	0.1055808259865257		0.1099050275143846	0.1054191708308976	0.0749667950237191	0.0803405360023008		0.0742168191175831	0.0958332532425641	0.1159549665025547	0.0766217712213602		0.0774439131093115	0.0869189166173294	0.1011838095616132	0.0714798224995836	
153	153	153	153	added 20092020	Golden			1014	101405	1	467	7/19/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	64	200-250	220	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						49.65096071000001	0.1520383390172863	0.2116599954558857	0.0958389233245574	0.0610470017224276		0.134632603825227	0.2168467767093277	0.2063212089232836	0.0572691804414601		0.1520383390172863	0.2116599954558857	0.0958389233245574	0.0610470017224276		0.0824017347110655	0.1277717973359364	0.0440261646399511	0.0191602721803671		0.0842861198604851	0.126956585683242	0.0367207959597266	-0.005437954213943	
154	154	154	154	added 20092020	Golden	yes	epi2anat	1014	101406	1	468	7/19/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	64	200-250	225	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						4.8952112215	-0.0708824250389395	0.1256824047525754	-0.0694931943009336	-0.080562433728748		0.0097101221296022	0.0627044928683824	-0.0167695512313747	-0.0408689459293985		-0.0708824250389395	0.1256824047525754	-0.0694931943009336	-0.080562433728748		-0.1144889872002565	0.1074272835649702	-0.0611846647709267	-0.0987432073660794		-0.1181971115379734	0.1072683472591117	-0.0615807430311975	-0.098963289142943	
155	155	155	155	added 20092020	Golden			1014	101407	1	475	7/20/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	61	200-250	245	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						49.11658511	-0.048710591585374	0.1362353688544616	0.0856012907648039	-0.1164825299329536		-0.0168394203434169	0.1069492377005803	0.0449356748873048	0.0273886354845814		-0.048710591585374	0.1362353688544616	0.0856012907648039	-0.1164825299329536		-0.0821837142847305	0.1048514853964572	0.0914549646986536	-0.0704022838837671		-0.078271593632711	0.1080785090044175	0.0633809860819663	-0.1136332044800746	
156	156	156	156	added 20092020	Golden			1014	101408	1	486	7/25/2016	Sprague Dawley	Sprague-Dawley	Female	0-2	55	200-250	215	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						37.99024877	0.0921578117808245	0.0759916717808571	0.232100219679566	0.009322301757489		0.1066412952380644	0.0589316566465927	0.1224832860357012	0.0521642132223228		0.0921578117808245	0.0759916717808571	0.232100219679566	0.009322301757489		0.0799723216461489	0.0202320139531269	0.2304578901631233	-0.0094913005724691		0.0793500833009747	0.0222509715210509	0.2303361936968	-0.0243665761201886	
157	157	157	157	added 20092020	Golden			1014	101409	1	488	7/26/2016	Sprague Dawley	Sprague-Dawley	Female	0-2	56	200-250	229	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						46.337973705	-0.0305871404121991	0.0180176507784833	0.0056719720467604	0.1347497552664303		-0.0366447061486424	0.0484637614136974	0.0395092734069386	0.1137340442702798		-0.0305871404121991	0.0180176507784833	0.0056719720467604	0.1347497552664303		-0.0364121681349877	-0.0286065545271042	0.0172390983774835	0.1119029710980949		-0.0389435425629964	-0.0228954210595674	0.0073377151100112	0.1042754841339063	
158	158	158	158	added 24092020	Ting			1015	101500	1	sub01	21-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	375	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		190.0	193	free-breathing	110.0	107		not available	38	not available	133	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1.0	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						27.77351634	0.3412126401947598	0.2055968778373809	0.4083731796615974	0.0518442026167921		0.2324608004365458	0.2070435501995262	0.378729767050229	0.0236463599040953		0.3400528088685824	0.2025226367682652	0.3853113381450477	0.0523775522648299		0.3175576074791542	0.3018859799134847	0.4835567802961101	0.1079526200082566		0.2839831166094817	0.2775629384690634	0.4920207959610974	0.0225701861607536	
159	159	159	159	added 24092020	Ting			1015	101501	1	sub02	21-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	357	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		170.0	173	free-breathing	90.0	90		not available	37.7	not available	119	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1.0	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						86.16512531000001	0.272906726931198	0.5633963215600306	0.4874540435480136	-0.0533370022189652		0.2540725773910181	0.4721755964011208	0.4209079567716057	-2.1360248557042334e-06		0.2754388827147885	0.5589612444678944	0.491834825972166	-0.0455177814723866		0.1777682263955377	0.5371468201585133	0.6779116288176587	-0.1101693290045622		0.0409793473849249	0.5013979588206612	0.631066144353129	-0.1827301653547854	
160	160	160	160	added 24092020	Ting	yes	anat2template	1015	101502	1	sub03	23-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	375	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		180.0	180	free-breathing	80.0	83		not available	38.1	not available	111	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1.0	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						79.881157555	0.2193447459322199	0.2443375385043756	0.2875905475127526	0.111067189386274		0.1992264905778233	0.226602189851033	0.3828146262540001	0.0795371181749796		0.2241053319110127	0.2695883563613266	0.3042567729912044	0.1195515454565397		0.112119594876998	0.1403700837862432	0.2310688769759678	0.1149474752584341		0.0657019892336037	0.1005800698864907	0.1879807548682755	0.0708533204086006	
