jg.note	rat.owner	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.gender	rat.age	rat.weight	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.post.induction.time	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.heart.rate	anesthesia.temperature	anesthesia.pCO2	anesthesia.comment	MRI.vendor	MRI.console	MRI.field.strength	MRI.coil.setup	MRI.coil.design	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor	func.shim	func.shim.order	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.design	func.sebnsory.comment					
added 04092029	NickTodd	01005	100501	1	2	7/17/2017	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100502	1	3	8/23/2017	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100503	1	4	9/1/2017	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100504	1	5	9/6/2017	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100505	1	6	9/7/2017	Sprague-Dawley	M	unknown	257 - 384 g	Charles River		Missing anat, taken from sub-0200205	resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100506	1	7	9/13/2017	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100507	1	8	10/12/2017	Sprague-Dawley	M	unknown	257 - 384 g	Charles River		Missing anat, taken from sub-0200207	resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100508	1	9	4/10/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	NickTodd	01005	100509	1	10	4/11/2018	Sprague-Dawley	M	unknown	257 - 384 g	Charles River			resting state	ketamine / xylazine	80 / 10 (mg/kg)	isoflurane and medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	1 - 2 hours	free breathing	35 - 65 bpm	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7 T	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1.0 mm	0.2 mm	300	none	MAP Shim	unknown		no	L/R										
added 04092029	Jamie Near	01006	100600	1	198	29-Jan-19	Fischer 344 wildtype	M	509	485	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair; weights are approximate, not weighed on day of scanning	resting-state longitudinal	isoflurane	4%	isoflurane	2.5-3.0%	45	free-breathing	50	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092030	Jamie Near	01006	100601	1	305	5-Aug-19	Fischer 344 wildtype	F	479	330	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	45	free-breathing	60	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092031	Jamie Near	01006	100602	1	403	20-Jan-20	Fischer 344 wildtype	F	509	350	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	55	free-breathing	60	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092032	Jamie Near	01006	100603	1	407	20-Jan-20	Fischer 344 wildtype	F	509	320	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	45	free-breathing	65	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092033	Jamie Near	01006	100604	1	424	30-Jan-20	Fischer 344 wildtype	M	488	560	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.5-3.0%	45	free-breathing	55	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092034	Jamie Near	01006	100605	1	425	30-Jan-20	Fischer 344 wildtype	M	488	560	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.5-3.0%	45	free-breathing	55	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092035	Jamie Near	01006	100606	1	445	3-Mar-20	Fischer 344 wildtype	F	499	290	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	45	free-breathing	55	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092036	Jamie Near	01006	100607	1	447	5-Mar-20	Fischer 344 wildtype	F	501	280	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	45	free-breathing	60	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092037	Jamie Near	01006	100608	1	457	25-Feb-20	Fischer 344 wildtype	F	492	280	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	55	free-breathing	60	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092038	Jamie Near	01006	100609	1	471	3-Mar-20	Fischer 344 wildtype	M	499	460	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.5-3.0%	45	free-breathing	60	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092039	Jamie Near	01006	100600	2	198	25-Apr-19	Fischer 344 wildtype	M	595	524	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	45	free-breathing	50	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092040	Jamie Near	01006	100601	2	305	16-Oct-19	Fischer 344 wildtype	F	551	295	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	3.0-3.5%	60	free-breathing	60	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092041	Jamie Near	01006	100602	2	403	5-Mar-20	Fischer 344 wildtype	F	554	350	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	45	free-breathing	55	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092042	Jamie Near	01006	100603	2	407	25-Feb-20	Fischer 344 wildtype	F	545	330	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	45	free-breathing	60	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092043	Jamie Near	01006	100604	2	424	9-Apr-20	Fischer 344 wildtype	M	558	580	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	50	free-breathing	50	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092044	Jamie Near	01006	100605	2	425	18-Mar-20	Fischer 344 wildtype	M	536	580	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	3.0-3.5%	45	free-breathing	65	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092045	Jamie Near	01006	100606	2	445	13-Apr-20	Fischer 344 wildtype	F	540	290	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.5-3.0%	55	free-breathing	50	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092046	Jamie Near	01006	100607	2	447	13-Apr-20	Fischer 344 wildtype	F	540	290	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.5-3.0%	55	free-breathing	50	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092047	Jamie Near	01006	100608	2	457	13-Apr-20	Fischer 344 wildtype	F	540	300	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	2.0-2.5%	55	free-breathing	45	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092048	Jamie Near	01006	100609	2	471	9-Apr-20	Fischer 344 wildtype	M	536	470	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state longitudinal	isoflurane	4%	isoflurane	3.5-4.0%	55	free-breathing	55	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		Turbo-RARE(RareFactor=6)	T2	325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR										
added 04092048	Faber	01007	100700	1	32	1	F344	female	> 3 month	185	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,5% ISO	188	free breathing	47	na	37.2		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl and thalamus					
added 04092049	Faber	01007	100701	1	33	1	F344	female	> 3 month	140	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,6% ISO	144	free breathing	65	na	37		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl					
added 04092050	Faber	01007	100702	1	34	1	F344	female	> 3 month	177	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,6% ISO	182	free breathing	58	na	37.3		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	11	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl					
added 04092051	Faber	01007	100703	1	35	1	F344	female	> 3 month	181	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,7% ISO	146	free breathing	40	na	37.5		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl					
added 04092052	Faber	01007	100704	1	36	1	F344	female	> 3 month	176	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,8% ISO	209	free breathing	47	na	37.7		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl					
added 04092053	Faber	01007	100705	1	37	1	F344	female	> 3 month	194	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	2,0% ISO	225	free breathing	40	na	36.3		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl					
added 04092054	Faber	01007	100706	1	38	1	F344	female	> 3 month	191	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	2,3% ISO	194	free breathing	41	na	37.7		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl					
added 04092055	Faber	01007	100707	1	40	1	F344	female	> 3 month	180	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,1% ISO	151	free breathing	47	na	36.7		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in S1Fl					
added 04092056	Faber	01007	100708	1	41	1	F344	female	> 3 month	168	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,6% ISO	141	free breathing	49	na	36.4		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	2400	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in thalamus					
added 04092057	Faber	01007	100709	1	42	1	F344	female	> 3 month	156	Charles River			resting-state	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	ISO	1,4% ISO	186	free breathing	55	na	36.5		/	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	2400	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	/	/	resting state	fiber in thalamus					
added 04092057	Febo	01008	100800	1	20191107_110751_ASI_Rat8_Naive_1_1_nifti	20191107	Long Evans	Female			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092058	Febo	01008	100801	1	20191107_120905_ASI_Rat9_Naive_1_1_nifti	20191107	Long Evans	Female			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092059	Febo	01008	100802	1	20191107_131800_ASI_Rat10_Naive_1_1_nifti	20191107	Long Evans	Female			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092060	Febo	01008	100803	1	20191107_142833_ASI_Rat11_Naive_1_1_nifti	20191107	Long Evans	Female			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092061	Febo	01008	100804	1	20191107_154619_ASI_Rat12_Naive_1_1_nifti	20191107	Long Evans	Female			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092062	Febo	01008	100805	1	20191108_100106_ASI_Rat2_Naive_1_1_nifti	20191108	Long Evans	Male			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
