jg.note	rat.owner	exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment
added 04092062	Febo			01008	100805	1	20191108_100106_ASI_Rat2_Naive_1_1_nifti	20191108	Long Evans	Long Evans	Male	NA		NA		Charles River	Charles River	None	resting-state	isoflurane	3.5	isoflurane / medetomidine	1 / 0.05 	s.c	50	50 minutes	free-breathing	50	45-65 bpm	NA	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1	Surface quadrature coil	Quadrature surface; transmit/receive		turboRARE	T2	4	0.041	SE-EPI	2	0.015	NA	24 x 18 mm	25	0.9	0	NA	NA	NA	NA	250kHz	yes	NA	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection					
added 04092063	Febo			01008	100806	1	20191108_105944_ASI_Rat3_Naive_1_1_nifti	20191108	Long Evans	Long Evans	Male	NA		NA		Charles River	Charles River	None	resting-state	isoflurane	3.5	isoflurane / medetomidine	1 / 0.05 	s.c	50	50 minutes	free-breathing	50	45-65 bpm	NA	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1	Surface quadrature coil	Quadrature surface; transmit/receive		turboRARE	T2	4	0.041	SE-EPI	2	0.015	NA	24 x 18 mm	25	0.9	0	NA	NA	NA	NA	250kHz	yes	NA	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection					
added 04092064	Febo			01008	100807	1	20191108_120655_ASI_Rat4_Naive_1_1_nifti	20191108	Long Evans	Long Evans	Male	NA		NA		Charles River	Charles River	None	resting-state	isoflurane	3.5	isoflurane / medetomidine	1 / 0.05 	s.c	50	50 minutes	free-breathing	50	45-65 bpm	NA	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1	Surface quadrature coil	Quadrature surface; transmit/receive		turboRARE	T2	4	0.041	SE-EPI	2	0.015	NA	24 x 18 mm	25	0.9	0	NA	NA	NA	NA	250kHz	yes	NA	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection					
added 04092065	Febo			01008	100808	1	20191108_131927_ASI_Rat5_Naive_1_1_nifti	20191108	Long Evans	Long Evans	Male	NA		NA		Charles River	Charles River	JG: Anatomical and functional misoroiented. Need to realign. Done	resting-state	isoflurane	3.5	isoflurane / medetomidine	1 / 0.05 	s.c	50	50 minutes	free-breathing	50	45-65 bpm	NA	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1	Surface quadrature coil	Quadrature surface; transmit/receive		turboRARE	T2	4	0.041	SE-EPI	2	0.015	NA	24 x 18 mm	25	0.9	0	NA	NA	NA	NA	250kHz	yes	NA	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection					
added 04092066	Febo			01008	100809	1	20191108_142324_ASI_Rat6_Naive_1_1_nifti	20191108	Long Evans	Long Evans	Male	NA		NA		Charles River	Charles River	JG: Anatomical and functional misoroiented. Need to realign. Done	resting-state	isoflurane	3.5	isoflurane / medetomidine	1 / 0.05 	s.c	50	50 minutes	free-breathing	50	45-65 bpm	NA	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1	Surface quadrature coil	Quadrature surface; transmit/receive		turboRARE	T2	4	0.041	SE-EPI	2	0.015	NA	24 x 18 mm	25	0.9	0	NA	NA	NA	NA	250kHz	yes	NA	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection					
added 04092066	OlliGrohn			01009	100900	1	11	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	181	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	70	65	free-breathing	130	133	330	330	36.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092067	OlliGrohn			01009	100901	1	12	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	180	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	49	free-breathing	90	87	330	330	37.5	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092068	OlliGrohn			01009	100902	1	13	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	188	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	47	free-breathing	110	109	330	330	36.6	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092069	OlliGrohn			01009	100903	1	14	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	167	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	44	free-breathing	110	111	400	395	37.7	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092070	OlliGrohn			01009	100904	1	15	09.06.2017	Wistar	Wistar	Female	0-2	56	150-200	170	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	60	64	free-breathing	110	109	340	339	37.5	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092071	OlliGrohn			01009	100905	1	16	09.06.2017	Wistar	Wistar	Female	0-2	56	150-200	163	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	48	free-breathing	90	90	350	347	37.7	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092072	OlliGrohn			01009	100906	1	17	12.07.2017	Wistar	Wistar	Female	2-4	91	200-250	209	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	49	free-breathing	150	145	310	308	37.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092073	OlliGrohn			01009	100907	1	18	13.07.2017	Wistar	Wistar	Female	2-4	91	200-250	240	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	41	free-breathing	110	113	420	416	37	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092074	OlliGrohn			01009	100908	1	19	13.07.2017	Wistar	Wistar	Female	2-4	91	150-200	197	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	42	free-breathing	100	103	300	298	37	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092075	OlliGrohn			01009	100909	1	20	13.07.2017	Wistar	Wistar	Female	2-4	91	200-250	221	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	40	free-breathing	120	115	400	397	36.8	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092076	OlliGrohn			01010	101000	1	1	26.04.2017	Wistar	Wistar	Male	2-4	84	350-400	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	70	68	free-breathing	100	104	410	414	37.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092077	OlliGrohn			01010	101001	1	2	26.04.2017	Wistar	Wistar	Male	2-4	84	300-350	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	60	59	free-breathing	110	109	300	303	37.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092078	OlliGrohn			01010	101002	1	3	28.04.2017	Wistar	Wistar	Male	2-4	84	300-350	340	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	100	96	free-breathing	120	116	360	359	35.4	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092079	OlliGrohn			01010	101003	1	4	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	320	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	60	58	free-breathing	90	91	340	337	36.6	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092080	OlliGrohn			01010	101004	1	5	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	329	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	70	69	free-breathing	90	93	320	323	36.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092081	OlliGrohn			01010	101005	1	6	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	330	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	60	61	free-breathing	100	101	350	353	37	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092082	OlliGrohn			01010	101006	1	7	11.07.2017	Wistar	Wistar	Male	2-4	84	250-300	297	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	45	free-breathing	100	99	380	375	36.8	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092083	OlliGrohn			01010	101007	1	8	11.07.2017	Wistar	Wistar	Male	2-4	84	300-350	300	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	44	free-breathing	110	111	370	368	37	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092084	OlliGrohn			01010	101008	1	9	11.07.2017	Wistar	Wistar	Male	2-4	84	250-300	294	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	50	free-breathing	120	122	280	280	36.6	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092085	OlliGrohn			01010	101009	1	10	12.07.2017	Wistar	Wistar	Male	2-4	84	250-300	278	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	51	free-breathing	130	126	370	373	37	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes	NA						
added 04092086	OlliGrohn			01011	101100	1	11	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	181	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	45	free-breathing	130	133	330	330	37	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092087	OlliGrohn			01011	101101	1	12	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	180	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30	29	free-breathing	90	94	330	330	37.5	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092088	OlliGrohn			01011	101102	1	13	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	188	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30	26	free-breathing	130	125	320	315	36.8	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092089	OlliGrohn			01011	101103	1	14	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	167	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20	24	free-breathing	110	113	380	375	37.9	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092090	OlliGrohn			01011	101104	1	15	09.06.2017	Wistar	Wistar	Female	0-2	56	150-200	170	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	44	free-breathing	120	118	350	354	37.7	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092091	OlliGrohn			01011	101105	1	16	09.06.2017	Wistar	Wistar	Female	0-2	56	150-200	163	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30	27	free-breathing	100	101	360	364	37.5	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092092	OlliGrohn			01011	101106	1	17	12.07.2017	Wistar	Wistar	Female	2-4	91	200-250	209	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30	29	free-breathing	140	144	320	323	37.4	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092093	OlliGrohn			01011	101107	1	18	13.07.2017	Wistar	Wistar	Female	2-4	91	200-250	240	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20	20	free-breathing	140	142	NA	n/a	37.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092094	OlliGrohn			01011	101108	1	19	13.07.2017	Wistar	Wistar	Female	2-4	91	150-200	197	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20	21	free-breathing	110	109	300	296	37.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092095	OlliGrohn			01011	101109	1	20	13.07.2017	Wistar	Wistar	Female	2-4	91	200-250	221	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20	19	free-breathing	120	123	350	345	36.6	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092096	OlliGrohn			01012	101200	1	1	26.04.2017	Wistar	Wistar	Male	2-4	84	300-350	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	47	free-breathing	130	126	430	429	37.5	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092097	OlliGrohn			01012	101201	1	2	26.04.2017	Wistar	Wistar	Male	2-4	84	300-350	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	38	free-breathing	120	118	330	333	37.7	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092098	OlliGrohn			01012	101202	1	3	28.04.2017	Wistar	Wistar	Male	2-4	84	300-350	340	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	80	75	free-breathing	130	128	360	357	34.8	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092099	OlliGrohn			01012	101203	1	4	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	320	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	38	free-breathing	90	94	NA	n/a	36.6	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092100	OlliGrohn			01012	101204	1	5	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	329	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50	49	free-breathing	110	106	NA	n/a	36	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092101	OlliGrohn			01012	101205	1	6	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	330	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40	41	free-breathing	120	117	370	368	37.1	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092102	OlliGrohn			01012	101206	1	7	11.07.2017	Wistar	Wistar	Male	2-4	84	250-300	297	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30	25	free-breathing	110	105	NA	n/a	36.3	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092103	OlliGrohn			01012	101207	1	8	11.07.2017	Wistar	Wistar	Male	2-4	84	300-350	300	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20	23	free-breathing	120	116	390	390	37	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092104	OlliGrohn			01012	101208	1	9	11.07.2017	Wistar	Wistar	Male	2-4	84	250-300	294	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30	30	free-breathing	110	114	300	300	36.6	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092105	OlliGrohn			01012	101209	1	10	12.07.2017	Wistar	Wistar	Male	2-4	84	250-300	278	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30	30	free-breathing	110	114	360	358	36.8	-	JG: anesthesia provied as range "1250-1500 mg/kg, i.p." 	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes	NA						
added 04092105	Nikko			01013	101300	1	sub-01	20.02.2017	Wistar	Wistar	Female	6-8	3 - 10 months	250-300	290	Charles Rivers		exact age unknown	resting-state	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	230	224	free-breathing	80	75.22	240	236.79	36.33		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR						
