exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	tsnr.S1	tsnr.str	MFW	maxFW	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
		1017	101707	2	Sub-013	p180	Wistar	Wistar	Male	16-18	548	350-400	392	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5		20.0	15-20	free-breathing	40.0	35	210.0	205	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0	600.0		mapshim											37.226074695	19.66318692	0.0283608867585569	0.0743221834259079	0.0121251160285728	-0.0887459961299265	0.0318533720202905	0.0297843804914304	No	-0.0150551279657164	-0.0617141232280085	0.0852526714260834	0.1110619817449117	Spurious	0.0097020110023305	-0.0621684554343834	0.0441036003223324	0.0840937650170672	No	0.0536125076812661	-0.0989830025315534	-0.0035701771638917	-0.0379868510230951	No	0.0104888093490326	-0.1059408248459892	-0.0067173407991825	-0.0525554737743764	No
		1017	101708	1	Sub-007	p60	Wistar	Wistar	Male	16-18	548	350-400	380	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5		20.0	15-20	free-breathing	30.0	30	230.0	230	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0	600.0		mapshim											32.931900425	20.884170335	0.0560679909979334	0.217149203147326	0.2833695962350717	0.2224355484419697	0.4562089408233536	0.5030255744978943	Unspecific	0.2599548125758951	0.3674844927723562	0.3673665334465876	0.3590733145862415	Unspecific	0.433394465061851	0.0336632007539019	0.254796123223961	0.1217337319401867	Unspecific	0.3024299051428979	0.2654086659922405	0.5104457844866251	0.2898620905903938	Unspecific	0.2674572262323565	0.1986253373270063	0.421737778681917	0.1792618211454103	Unspecific
		1017	101708	2	Sub-007	p180	Wistar	Wistar	Male	16-18	548	350-400	380	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5		20.0	15-20	free-breathing	30.0	30	230.0	230	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0	600.0		mapshim											34.328769345	19.20262624	0.0360774104051	0.225789108423134	0.162050031936415	0.0981682648642424	-0.0680166201571259	0.0067325815221554	No	0.0523069926826667	0.0792360227760198	-0.016666467837642	-0.0536901902064662	No	0.2067844674714271	0.1019941606277275	-0.0545380703639863	0.024461835492088	No	0.1583534428522076	0.1060655433488198	-0.078365897586628	0.0528665605383215	No	0.1453815940107608	0.1071159896861204	-0.0826934274099229	0.0468726094988267	No
		1017	101709	1	Sub-036	p60	Wistar	Wistar	Male	16-18	548	350-400	358	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5		20.0	15-20	free-breathing	30.0	34	190.0	189	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0	600.0		mapshim											41.40048701	24.04836021	0.0424375519735082	0.19322107397257	0.1399208315599464	0.3038104705024413	0.3009270623443813	0.0713045030979965	Specific	0.1180472141145639	0.2875823423888725	0.3055584427384012	0.0971918948463793	Specific	0.0747477013317686	0.2881469028797118	0.3108042578549813	-0.2035399099856963	Specific	0.204414645955441	0.4681476262288558	0.4178633298212919	0.130220800989705	Unspecific	0.198290580523831	0.398794395995914	0.3518200076699777	-0.0290304852358449	Specific
		1017	101709	2	Sub-036	p180	Wistar	Wistar	Male	16-18	548	350-400	358	Instituto de Neurobiología			resting-state	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5		20.0	15-20	free-breathing	30.0	34	190.0	189	Not available	Not available	JG: dexmedetomidine  converted to medetomine dose	Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0	600.0		mapshim											23.58899413	20.261685655	0.0306119231264862	0.184550745544513	0.1114118455529504	0.5877204021667345	0.3857366884473428	0.2468877929532015	Unspecific	0.1128774421659104	0.5668889556363031	0.4019688370688463	0.1688196499454087	Unspecific	0.0705966407678437	0.3217291545118644	0.3082538923041309	0.113879842029913	Unspecific	0.0674426540530602	0.4682728954376177	0.4884063788999938	0.3151804654727209	Unspecific	0.0671517969237097	0.4497314657417515	0.4600354117759926	0.2754803468804515	Unspecific
		1018	101800	1	LEH_rat1_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						39.740407875	23.74690063	0.0134233843688425	0.0331509238496424	-0.1265744428366269	-0.0168201244084381	0.0096100452758838	-0.1606442245232319	Spurious	-0.0517660108842623	-0.0103718169293186	0.0214506998533494	-0.1113142646256965	Spurious	-0.1265744428366269	-0.0168201244084381	0.0096100452758838	-0.1606442245232319	Spurious	-0.1279409568098452	-0.0099062270620562	0.0412013040740944	-0.0846474488345826	No	-0.1320728767342381	-0.033440793103849	0.0145503013101977	-0.105089703393614	Spurious
		1018	101800	2	LEH_rat1_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						39.44277067	22.757788035	0.0145951533520792	0.0334472558833286	0.1086217408978385	-0.0195742429582688	0.0160885823486979	-0.0905409423807002	No	0.050688926824147	-0.0434136412481327	-0.0003112787085375	-0.0318588255163024	No	0.1086217408978385	-0.0195742429582688	0.0160885823486979	-0.0905409423807002	No	0.0929945661701689	0.1255797912975798	0.172393658604719	0.0177373927091949	Specific	0.0904496758418339	0.0636371195846876	0.1084311046100708	-0.0581394021708246	Specific
		1018	101801	1	LEH_rat2_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						37.782730705	23.331748035	0.0155098274283952	0.0426432504077249	0.1298710498038496	0.1067180056323368	0.1017737522697016	0.0185538168162346	Specific	0.0668565810073683	0.1082298060896843	0.0705853081249413	0.0003470555561297	No	0.1298710498038496	0.1067180056323368	0.1017737522697016	0.0185538168162346	Specific	0.1762818072514514	0.2995213046767119	0.1720931059125755	0.0602937178358136	Specific	0.1350161811361803	0.1691370352614837	0.114673861031908	-0.0059804019256099	Specific
		1018	101801	2	LEH_rat2_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						39.25435302	23.957352375	0.0148467705878828	0.0401811158002113	0.0051420788267894	-0.0044788225051562	0.1143359596897177	-0.0279659636102535	Specific	0.0984053383518268	-0.0541182609361552	0.1265009968501914	-0.0185419577716252	Specific	0.0051420788267894	-0.0044788225051562	0.1143359596897177	-0.0279659636102535	Specific	0.1000720167939352	0.3282968800802732	0.3316863092540173	0.172988986255939	Unspecific	0.0244727511138461	0.2269484032871112	0.2883094572248295	0.1174703961841254	Unspecific
		1018	101802	1	LEH_rat3_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						35.993443545000005	21.135988245	0.0169678927644263	0.0432492679664986	-0.0929143812491676	0.0651876460955257	-0.0674127944983293	-0.0143540316224566	No	-0.011591744590727	0.0296832443754167	-0.0367541809430635	-0.0441746028994862	No	-0.0929143812491676	0.0651876460955257	-0.0674127944983293	-0.0143540316224566	No	-0.0835272222490218	0.3730931876947852	0.1303388123497594	0.0896377016895076	Specific	-0.0913283515057779	0.2287547347391395	0.0564502515278612	0.0236352195502394	No
		1018	101802	2	LEH_rat3_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						34.20684724	21.54377511	0.0151946062262681	0.0454196742049758	0.0292615608692729	0.138471842262829	0.1136089353545506	0.0693945139687875	Specific	0.0603344179407547	0.1070208702078361	0.0654827388335137	-0.0181258579952263	No	0.0292615608692729	0.138471842262829	0.1136089353545506	0.0693945139687875	Specific	0.024349113553186	0.3057568040366	0.3327625068668826	0.1897694817638843	Unspecific	0.0042729005082526	0.2263312964906314	0.2482632337037704	0.0928472293310555	Specific
		1018	101803	1	LEH_rat4_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						32.15340106	23.31224102	0.0159784414545592	0.0526291608688099	0.0237215021989382	-0.0259999223770861	0.0968326983223561	0.0081537427412272	No	0.037110345330705	-0.0049966525582485	0.0981350844222651	-0.0223103462467235	No	0.0264320667740838	-0.0374880239951223	0.0892137960110224	0.0132433086787923	No	-0.0104834837133956	0.0397880931130966	0.2584668161640071	0.100293156597278	Unspecific	-0.0259965692956901	-0.0108861252363741	0.1735796349668039	0.0345503415150626	Specific
		1018	101803	2	LEH_rat4_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						34.665668705	24.98409281	0.0138875372031703	0.0374938412459112	0.0245564419486205	0.0177655545831925	0.0841158652692043	-0.0244555176556826	No	0.0354020991618793	0.0415212184062129	0.0910158949420817	0.0082083963228954	No	0.0245564419486205	0.0177655545831925	0.0841158652692043	-0.0244555176556826	No	-0.0008029503798067	0.0270366943561825	0.1458488646991649	0.0085531089475901	Specific	-0.0029973087064826	0.0163869886023587	0.1316826270308241	-0.0015702773469061	Specific
		1018	101804	1	LEH_rat5_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						36.752465355	24.132737825	0.0153184232510561	0.033810182545915	-0.0920992822697751	0.0683434262290931	0.093976636952308	0.0003730845487038	No	-0.0315862791692973	0.0453999034211718	0.0965301989581639	-0.0368076473754009	No	-0.0920992822697751	0.0683434262290931	0.093976636952308	0.0003730845487038	No	-0.048148840232766	0.1282420742112643	0.0956397425557019	0.0697137605434035	No	-0.0562739132009253	0.1328093005155139	0.1114988523876244	0.0460465879394707	Specific
		1018	101804	2	LEH_rat5_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						40.80714665	24.300828465	0.0142165986577816	0.0333291577929417	-0.0615563597002584	0.0035684299154319	-0.0524508711491731	-0.0063617282211599	No	0.0072044150610976	0.0398432732559403	-0.038105505367507	-0.0233497549596866	No	-0.0615563597002584	0.0035684299154319	-0.0524508711491731	-0.0063617282211599	No	-0.0503447947656376	0.1212342163530579	0.1885263041374467	0.2016575363437571	Unspecific	-0.0535090012466607	0.0842313125272153	0.1413578110230926	0.1203332884287967	Unspecific
		1018	101805	1	LEH_rat6_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						30.885148965	22.221146645	0.0219768861144723	0.0760666944625841	0.0594032106912023	0.2352034712352761	0.0868109370096224	-0.0546479980154972	No	-0.0219562471055624	0.1081689389570075	0.045591211871441	0.0115233204188919	No	0.060919699662821	0.2393356813898245	0.0987497375693265	-0.0776830669659689	No	0.03248105907499	0.1998421393861679	0.1352161406863939	-0.0643968994842295	Specific	0.0087010153127965	0.1703073998288405	0.0973996814856831	-0.099172540206624	No
		1018	101805	2	LEH_rat6_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						38.0461626	23.176510725	0.0132251650111454	0.0322061244789345	-0.0183551366845175	0.1040603777131665	-0.1823632371090115	-0.0592607067915249	Spurious	-0.0233154224328274	0.0190093829661896	-0.1569183538548531	0.020534974816062	Spurious	-0.0183551366845175	0.1040603777131665	-0.1823632371090115	-0.0592607067915249	Spurious	0.0159369162529998	0.1790529280759893	-0.0251219351404167	0.0570896973182928	No	0.000744457697052	0.1663528927745331	-0.075211923644401	-0.0151605649296247	No
		1018	101806	1	LEH_rat7_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						42.789961635	25.15055917	0.0153578174102947	0.0440308726753992	-0.0234579550502532	0.0941168668174959	0.1887471264447177	-0.0631019323796205	Specific	-0.039094033441811	0.1525068314367933	0.1282525994278814	-0.0301453583761891	Specific	-0.0234579550502532	0.0941168668174959	0.1887471264447177	-0.0631019323796205	Specific	0.0117024662477447	0.1598373706736506	0.273772025772785	-0.0335732826185315	Specific	-0.0109122028063658	0.135936183842528	0.2385238483220806	-0.0569616347377237	Specific
		1018	101806	2	LEH_rat7_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						37.061406425	25.48630866	0.0140578887115342	0.0391956165557065	0.0919654249861229	0.0307453677808766	0.0653737339157451	0.089458090328992	No	0.1013964632562965	-0.0206052554494771	0.0017572944336681	0.1043953723924348	Spurious	0.0919654249861229	0.0307453677808766	0.0653737339157451	0.089458090328992	No	0.0889466774640379	0.1308237138904549	0.1910806068509051	0.2034486986811661	Unspecific	0.0709218946285161	0.0737785271190768	0.1168305954062372	0.1271355665105424	Unspecific
		1018	101807	1	LEH_rat8_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						35.38932889	23.26543514	0.0194132711858253	0.0643841141100666	0.093217386357735	0.0755323125587547	0.065194255379855	0.0105924893685555	No	0.0737336353749917	0.016551095871475	-4.6667868802791264e-05	0.029352848558457	No	0.1041317157942017	0.0648529766433154	0.0403365651655799	0.024391806064158	No	0.063244270683912	0.0376114387252922	0.0959836294839211	-0.0338548068124878	No	0.0555970169123148	0.0337941871605524	0.0561479358715622	-0.0515777796321609	No
		1018	101807	2	LEH_rat8_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						32.112242865	23.0351527	0.0179278781066171	0.051502964936706	0.0570695819152019	0.1579759436635388	0.024042653183087	-0.0097748660484645	No	0.0820322303038306	0.1059145933554852	0.0045573197171426	0.0239704826120207	No	0.0407209192910913	0.1201198707957503	0.0213033944567314	-0.0288436250635449	No	0.0511982881417024	0.2323886574209641	0.2784611387667065	-0.0475810394509221	Specific	0.0557721638268914	0.1836988752042017	0.2163432303022348	-0.0706102109787094	Specific
		1018	101808	1	LEH_rat9_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						40.41043592	26.62442717	0.0171370107249351	0.0729633193243556	-0.0138914258948486	0.1297470478178856	0.096931749698233	0.0368633573982377	No	-0.0086676584909115	0.0982650129879584	0.055019819675833	-0.0215786362343073	No	-0.0186967496896442	0.1317264625145133	0.095978764884563	0.0403354402117731	No	0.0226303486450307	0.1669383163831782	0.1005183648018394	0.0331054669272791	Specific	0.022780650575463	0.1598151007012421	0.1109790417594802	0.0137425118655336	Specific
		1018	101808	2	LEH_rat9_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						37.90209677	23.51788626	0.0148119034798341	0.0363246288973397	0.0726960897726878	0.0503956822532438	0.1709066158206747	0.0678270695722872	Specific	0.0190992691537673	0.0365578269468901	0.0950816442845616	0.054912679233565	No	0.0726960897726878	0.0503956822532438	0.1709066158206747	0.0678270695722872	Specific	0.0489146879241688	0.3820737178121431	0.4330722596024537	0.2564426943187816	Unspecific	0.0407442440215304	0.2873076796185833	0.3700945668753017	0.158940881238208	Unspecific
		1018	101809	1	LEH_rat10_12w	session3	Long Evans	Long Evans hooded	Male	2-4	84			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						29.87261461	23.61218286	0.0212752093199832	0.0551537471623758	0.1322252264225743	0.0526140170030558	0.0158569609845853	-0.0493009244919592	No	0.1053714960384714	0.0730082143863843	0.0271147566860331	-0.0208555920032736	No	0.1523025600023025	0.0242347693010956	0.0142514897007013	-0.0562115484468915	No	0.2192028490185976	0.202016264782095	0.2332558382100714	0.0113562144682003	Specific	0.176051821444184	0.1292223800610994	0.1555367562124457	-0.0332568322271663	Specific
		1018	101809	2	LEH_rat10_15w	session4	Long Evans	Long Evans hooded	Male	2-4	105			SAGE Labs	in-house breeding	rat previously scanned at 4 and 8 weeks	resting-state	isoflurane	4	isoflurane	1.5	air	20.0	20	free-breathing	60.0	56-68	350.0	320-370	37			Bruker	Advance III neo	7.0	Volume 86 + 2 channel PA head coil	RT - 2 channel phased array		RARE	T2	2.31	0.036	GE-EPI	2.0	0.012	90.0	0.47 x 0.47	24.0	0.85	0	300.0	1	Mapshim	1st + 2nd	250k	Yes	LR	GE-EPI, 1-shot						36.16616576	22.99821199	0.0146587835293605	0.0501897705591122	0.0691391524150443	0.0628740306969759	0.1881991478107577	0.0436079199383398	Specific	0.0735982023774743	0.0343780973411548	0.1593753723099529	0.0618111332215543	Specific	0.0759644532166076	0.0672672336767682	0.1951647625884058	0.0394631702830111	Specific	0.1799902371764015	0.2511248670161734	0.3546700407727665	0.1157093044360836	Unspecific	0.131525273060092	0.1884931617786486	0.3238146164974647	0.0705241102003679	Specific
		1019	101900	1	SD_rat1		Sprague Dawley	Sprague Dawley	Male	4-6	148-150	450-500	425-540 g	SAGE Labs	in-house breeding		resting-state	isoflurane	4	isoflurane	1	air	20.0	20	free-breathing	60.0	57-72	350.0	310-380	37			Varian/Agilent	Direct drive	7.0	Volume 72 + 2 channel PA head coil	RT - 2 channel phased array		FSE	T2	3.0	0.048	GE-EPI	2.0	0.012	90.0	0.5 x 0.5	28.0	0.8	0	300.0	1	fastmap	1st + 2nd	250k	No	LR	GE-EPI, 2-shot						26.60706618	16.84725023	0.013104228548474	0.0372235704502874	0.0347048459928878	0.1227007058526684	0.1054100956182354	0.0156563827499364	Specific	0.0643817794689918	0.0921174996053338	0.0681111785135863	-0.0070879771813838	No	0.0347048459928878	0.1227007058526684	0.1054100956182354	0.0156563827499364	Specific	0.0723911672012013	0.2829006513718589	0.1652299449938765	0.0965893949887066	Specific	0.057846440016052	0.2454347984119363	0.1185464147851808	0.0467205458249751	Specific
