exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	tsnr.S1	tsnr.str	MFW	maxFW	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat	aromas_ACA_MCA	aromas_ACA_cat	aromal_ACA_MCA	aromal_ACA_cat	aromasr_ACA_MCA	aromasr_ACA_cat	WMCSFs_ACA_MCA	WMCSFs_ACA_cat	GSRs_ACA_MCA	GSRs_ACA_cat
		1010	101002	1	3	28.04.2017	Wistar	Wistar	Male	2-4	84	300-350	340	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	100.0	96	free-breathing	120.0	116	360.0	359	35.4	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								29.61859676	16.02362109	0.0237679830730437	0.06820106417035	0.2814489226136799	-0.01983768805223928	-0.0425355384921088	-0.09058860605735568	No	0.24008725652103532	0.018813076198743877	-0.08779486513836343	-0.06513510736016254	No	0.28800073854603386	0.00838512473537167	-0.009777150786118717	-0.10980818773426343	Spurious	0.2894449435947808	0.11253450040803287	0.08417541412255868	-0.016011498075981904	No	0.27203594255664576	0.09685315638802934	0.04484921789949064	-0.09585555502229605	No	0.029537582134973664	No	0.045446747380250806	No	0.0037779843348158403	Spurious	0.17573878782004293	Specific	0.1229126542522952	Specific
		1010	101003	1	4	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	320	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	60.0	58	free-breathing	90.0	91	340.0	337	36.6	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								29.873509515	17.439696265	0.0238974351666202	0.0701730578077656	0.00013909798969579656	0.10953681085304749	0.15689224771344742	0.00702614063559361	Specific	0.06562347333785454	0.06973475549159928	0.10806278739617226	0.025431377162628315	Specific	-0.001867928838765991	0.10236466049883781	0.1577947982683631	-0.004053063540104111	Specific	0.029895849237094433	0.1434869123019206	0.2210478514769015	0.042056748634965786	Specific	0.02223634735173893	0.1362373521635467	0.17990325616009742	-0.0005907120979979905	Specific	0.07834117563838232	No	0.050716018239959124	No	0.1085612810400927	Specific	0.08202452221229502	No	0.04699016168939996	No
		1010	101004	1	5	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	329	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	70.0	69	free-breathing	90.0	93	320.0	323	36.3	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								37.70655269	18.156619205	0.0228173452055658	0.0666316789684605	0.2535910871103047	0.13739688428353566	0.2958318511664251	0.07228586515779656	Specific	0.21530020939716754	0.12598051179511627	0.2093109224444223	0.10889767756283092	Unspecific	0.25883683556325965	0.14402884565818025	0.3024800653151708	0.0723108037995098	Specific	0.22037240601395466	0.046372591876227505	0.24718247564039086	-0.011434838566163893	Specific	0.18934608922089444	-0.01910657764538691	0.15245404932791715	-0.1036396975892895	Specific	0.14888611808458677	Specific	0.1367576866100729	Unspecific	0.1486502544064756	Specific	0.09551318306315852	No	0.05016436599540507	Spurious
		1010	101005	1	6	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	330	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	60.0	61	free-breathing	100.0	101	350.0	353	37	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								30.36622335	15.519384425	0.0303339355359895	0.091176334133182	0.12429473807330134	0.022083154121740715	0.02476087240250157	0.044457340436197985	No	0.11583520998686545	0.004502189428746269	0.025646787933912847	-0.017874407706867518	No	0.13725257896744436	0.013527826096789899	0.014297861353791621	0.09028972667752061	No	0.08336755449837578	0.20969760168776638	0.44548015253220224	0.29090250626932135	Unspecific	0.08597456207417341	0.06824453287190824	0.3213180522420784	0.13214620656307086	Unspecific	0.15397348904845046	Specific	0.23481647323633711	Specific	0.12212473407357093	Specific	0.3508566984613985	Unspecific	0.2189915011138807	Unspecific
		1010	101006	1	7	11.07.2017	Wistar	Wistar	Male	2-4	84	250-300	297	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50.0	45	free-breathing	100.0	99	380.0	375	36.8	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								36.43609417	17.41298616	0.0273013737843615	0.0841225184829816	0.16619343173003343	-0.08067713025829587	-0.06184492047114135	0.023662170584559397	No	0.13986529887393426	-0.08451881259379401	-0.0471046062031378	0.021991601781258727	No	0.16558832501534496	-0.050022031237893255	-0.0013820864314195178	-0.01161550154317665	No	0.1853476533973029	0.17010976367636527	0.21844525283221525	0.1598192890403021	Unspecific	0.1617168978688405	0.061150314468804486	0.11887248567794764	0.0905651421510389	Specific	0.03928494682320517	No	0.06237462695713591	No	0.06469118017979322	No	0.09395862010897868	Spurious	0.051938493954172105	No
		1010	101007	1	8	11.07.2017	Wistar	Wistar	Male	2-4	84	300-350	300	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40.0	44	free-breathing	110.0	111	370.0	368	37	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								28.4731147	15.5101447	0.0250065388969395	0.11307231091437	0.09675249939444178	0.101953247750238	0.08423856966958752	-0.007015694022937819	No	0.13353767361597055	0.13181837501023505	0.07572033472238837	0.027370240750485005	No	0.12561535041028696	0.09607556494395511	0.10236630507480698	-0.015849484445373846	Specific	0.1594220589117177	0.07887219942374682	0.09357338131542035	-0.06741988256276217	No	0.1334663251931364	0.0704960100284072	0.07309221679139612	-0.10307987874321788	Spurious	0.11771267750007902	Specific	0.11881766340023271	Specific	0.13491649134316264	Specific	0.17353481992814535	Specific	0.14973612338902245	Specific
		1010	101008	1	9	11.07.2017	Wistar	Wistar	Male	2-4	84	250-300	294	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50.0	50	free-breathing	120.0	122	280.0	280	36.6	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								34.98847944	18.503292355	0.0237886064602248	0.0616488287904238	0.03728706655864409	0.2515473479749894	0.16871963668686105	-0.03540574561033565	Specific	0.02116257155247479	0.1412065946343685	0.10842285446802505	0.062361777516052416	Specific	0.037968249658736526	0.2638209294585855	0.16281646432967609	-0.0371324681473633	Specific	0.0022340418356015207	0.20924378504089472	0.15442536047643035	-0.13320953682533904	Specific	-0.00022547932579419577	0.19581111006956148	0.10238334577887086	-0.1783387333438677	Specific	0.002407423866842906	No	-0.006246961670019803	No	-0.005549384073372827	No	0.16023513577389373	Specific	0.13728889258883695	Specific
		1010	101009	1	10	12.07.2017	Wistar	Wistar	Male	2-4	84	250-300	278	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50.0	51	free-breathing	130.0	126	370.0	373	37	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	GE-EPI	1.0	0.018	60.0	0.5X0.5	15.0	0.9	0	1200.0		Mapshim	2nd	200 kHz	yes								31.83083934	17.47523316	0.0236823862936422	0.0610697908484942	0.06900347925620658	0.19672553653900257	0.14057310049248378	0.08465059218989712	Specific	0.08513681845134273	0.17526386521245516	0.12027266925297858	0.11849446656212047	Unspecific	0.06245124978721596	0.1935591719270452	0.1385179828484928	0.08907487711218844	Specific	0.07223768579057788	0.16926850376206654	0.14723580433334632	0.00032219230007253367	Specific	0.043660402066723045	0.13853247804253604	0.10222365420275564	-0.034074859532405716	Specific	0.03185127481632307	No	0.09853973704220848	Spurious	0.03332571640793128	No	0.016161335528735606	No	-0.003968636748466711	No
		1011	101100	1	11	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	181	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50.0	45	free-breathing	130.0	133	330.0	330	37	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								32.29747222	14.270423115	0.0295266132013858	0.0771650254919994	0.09965487943620498	0.0245046159165512	-0.024107058914378216	-0.13861626857557155	Spurious	0.015460342417294779	-0.010622366783706046	-0.04076496777559427	-0.0924451309952147	No	0.08378394569375372	0.012743920376788303	-0.011747371358443044	-0.16704822531753394	Spurious	0.09078628498809825	0.05560814400562645	0.014796467647250136	-0.0453625063704862	No	0.06594240137254691	0.019181798239890854	-0.023723294778518204	-0.09471577249575495	No	0.1630446562188931	Specific	0.10815474433138858	Specific	0.1198328079568136	Specific	0.21160930832897581	Specific	0.24525697932830506	Specific
		1011	101101	1	12	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	180	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30.0	29	free-breathing	90.0	94	330.0	330	37.5	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								34.128094835	13.959902	0.0275554564548927	0.0698205419213879	0.0442672116709209	-0.011040314766369222	0.008207121277990406	0.015919023134268434	No	0.015549697616374612	-0.019004032785107736	-0.0683877419733036	0.014874520027025516	No	0.018032574964453495	0.023776269285733172	0.005520886793293648	0.006642536832234756	No	0.14626967997217138	0.2773539910362828	0.3167943326368572	0.257109275658402	Unspecific	0.10076651100181078	0.0911001536693673	0.07615244077697413	0.07549530253263041	No	-0.013337420234986673	No	0.028342755486485904	No	-0.0025321929925877277	No	0.1578818377281723	Unspecific	0.015982066560756975	No
		1011	101102	1	13	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	188	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30.0	26	free-breathing	130.0	125	320.0	315	36.8	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								33.40203193	13.6568183	0.0265349217113836	0.0702512339901267	0.055189212879081996	0.0815132334331455	0.07906189730143823	0.08484007473179733	No	0.005055368055331594	0.006198728724711156	-0.046688237653708296	0.03288947552226337	No	0.05200220403109289	0.07625087052556369	0.09026803865089385	0.08578468100366407	No	0.0018084982046845085	0.14186286267312534	0.10186813822497023	0.12672770353961077	Unspecific	0.003635911558686309	0.06517988732857384	0.010567810807224142	0.060438720173085034	No	0.07433932663209163	No	0.07575327142483214	No	0.08039496542790145	No	0.10745532082729285	Unspecific	0.02997734437896709	No
		1011	101103	1	14	16.05.2017	Wistar	Wistar	Female	2-4	70	150-200	167	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20.0	24	free-breathing	110.0	113	380.0	375	37.9	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								33.880309915	14.180880865	0.0271260895967126	0.0819023967021111	0.031101150125060387	0.08101300294984014	0.09905017398282122	0.059692950330190224	No	0.035594566179224366	0.06282548211961447	0.03547921040005938	0.06560875456252732	No	0.04352526002100193	0.09698071146921144	0.09543081063680613	0.043461606607830654	No	0.024431412500366283	0.07529768897769476	0.10458289209078438	0.0397036439355535	Specific	0.020897660969719737	0.06242922756969622	0.058426421997915146	-0.012491807602921609	No	0.017240993138412194	No	0.0316837767107006	No	-0.00637013200597838	No	-0.0059814393099179184	No	-0.013477339006754149	No
		1011	101104	1	15	09.06.2017	Wistar	Wistar	Female	0-2	56	150-200	170	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40.0	44	free-breathing	120.0	118	350.0	354	37.7	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								36.738689705	15.85241529	0.0255897871842529	0.0665574139342307	-0.0012232432978234401	0.04549166379943578	-0.03060436419942351	-0.01960953382834847	No	0.0009857449039553526	0.04755358954413408	-0.020210406608885578	0.018246297291848703	No	-0.010568015790390852	0.033661321805001546	-0.023857796171143135	-0.02133895924209684	No	-0.003173458862567227	0.0738176106886596	0.2315067750904022	0.14796151675327637	Unspecific	-0.00778116785952297	0.019006873419874688	0.0545249458125751	0.04282027541079878	No	0.0236483101165033	No	0.02111165172806417	No	0.020715724027773604	No	0.08494830076126654	Spurious	0.0345850593306806	No
		1011	101105	1	16	09.06.2017	Wistar	Wistar	Female	0-2	56	150-200	163	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30.0	27	free-breathing	100.0	101	360.0	364	37.5	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								35.814721085	13.480567545	0.0245414496989232	0.064834174726733	0.031983730642224026	0.09432559499646577	0.015705909009822192	0.003859930233447456	No	0.010104511306280983	0.05978970507273446	0.030790396794574335	-0.008775236866435495	No	0.019368020320425477	0.08933661125646444	0.0034857595284814684	-0.009214866516884782	No	0.03413100393616867	0.14297984072208847	0.09016454369936418	0.04440121628167354	No	0.034416991998017545	0.12516706863185575	0.012226710952495801	-0.0235958231068453	No	0.11740259577861646	Specific	0.030282632022231845	No	0.10810919800543647	Specific	0.14539629011026586	Specific	0.10679967506213865	Specific
		1011	101106	1	17	12.07.2017	Wistar	Wistar	Female	2-4	91	200-250	209	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	30.0	29	free-breathing	140.0	144	320.0	323	37.4	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								34.19711371	13.60347687	0.029100713838236	0.0685660720390889	0.04317519135270101	0.07637579628119923	0.03145504340724444	-0.005277843335447994	No	-0.002695393618329859	0.01442140461211724	-0.01781413411729132	0.028622881439595856	No	0.04637000422130438	0.0770056278321544	0.030392237743090918	-0.014767388592773408	No	0.053766742964341224	0.06710086450967333	0.09607067956561757	0.06784358979016561	No	0.036340693044806166	0.04837050230396956	0.04730152525014915	0.014291300190155816	No	0.06528203704690101	No	0.038697867549102545	No	0.07772938581414518	No	0.13348189301110427	Specific	0.10282484121249277	Specific
		1011	101107	1	18	13.07.2017	Wistar	Wistar	Female	2-4	91	200-250	240	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20.0	20	free-breathing	140.0	142			37.3	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								30.4036156	13.817608095	0.02928988859566	0.0739387661458163	-0.050825612818597585	0.00717121369843934	0.08122550501871856	-0.028419752804938542	No	-0.031465033754641596	0.006991008037475692	0.07469365385527187	-0.019340599727043387	No	-0.054117960416368106	0.03224747434568317	0.09310737231317366	-0.02713591475019347	No	-0.0695555944081314	0.018614495861429797	0.050125330034127745	-0.05459853516936567	No	-0.06949859741870192	0.003238194128754942	0.033381351454670576	-0.06154283605485405	No	-0.06748075400002486	No	-0.020724873727432456	No	-0.0687935182769672	No	-0.09901826531791426	No	-0.10465184646119792	Spurious
		1011	101108	1	19	13.07.2017	Wistar	Wistar	Female	2-4	91	150-200	197	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20.0	21	free-breathing	110.0	109	300.0	296	37.3	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								36.674542025	14.75920949	0.0272869723468138	0.0666026118156575	0.07736279957446034	0.034911576175119724	-0.04239875118057291	-0.10136174905485679	Spurious	0.03760781330462813	0.05482564467679122	0.03730305842138562	-0.029160547499188397	No	0.06326375372451154	0.03573543687327225	-0.047322348141850906	-0.07544357240825778	No	0.06502273312135297	0.045211364122171444	-0.027552892490421237	-0.09249025170134895	No	0.07105626052846468	0.038865607445076715	-0.040304388245347544	-0.10101943591852873	Spurious	0.03745632175565971	Spurious	0.0151003533240738	No	0.0464695410254666	No	0.01650420271002072	No	0.00898325071406504	Spurious
		1011	101109	1	20	13.07.2017	Wistar	Wistar	Female	2-4	91	200-250	221	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	20.0	19	free-breathing	120.0	123	350.0	345	36.6	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								35.152333535	14.839242315	0.0280579677889468	0.0727658890245598	0.03178462947924988	0.026472191371831207	0.12652150797343256	0.0008828222695862074	Specific	0.02121125540716258	0.0228753124840021	0.07321693525328254	-0.05532020914961174	No	0.034814501058103665	0.03737116021571967	0.09949832716664203	-0.015648311108464215	No	0.04633055813450756	0.052669738112954105	0.17007491197349836	0.051450857889370614	Specific	0.04069457760985739	0.03648176838058179	0.11458712837381989	0.001435495445247795	Specific	0.06395554335339888	No	0.06534781319000303	No	0.043094030064254066	No	0.05274964636196948	No	0.02567994100539161	No
		1012	101200	1	1	26.04.2017	Wistar	Wistar	Male	2-4	84	300-350	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	50.0	47	free-breathing	130.0	126	430.0	429	37.5	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								27.298862225	13.057391875	0.0336036207742318	0.104175478536568	-0.03845436074327928	0.0003785959565599959	0.08148841780426835	0.03523718593915407	No	0.0038912333145478626	0.008233663022900796	0.07472586718365114	0.03699394609639849	No	-0.05079218866749861	0.0014992166023035185	0.054275261576590815	0.04130830802418422	No	-0.040083330863190166	0.014687815803949912	0.07956413249339607	0.03406242257488185	No	-0.03979966710131534	-0.014703354317213372	0.06100869414940052	0.034346694117568535	No	0.11900618402052542	Specific	0.09817656246643047	No	0.13053716741592056	Specific	0.1371786286314968	Specific	0.1314168986332136	Specific
		1012	101201	1	2	26.04.2017	Wistar	Wistar	Male	2-4	84	300-350	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40.0	38	free-breathing	120.0	118	330.0	333	37.7	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								32.270707745	13.42818461	0.0268694571525224	0.070419438877033	0.053553089041345585	-0.04304136723016511	0.01923677792774917	-0.01622666790056029	No	0.05133748237131622	-0.025713076864352095	-0.05822844272920396	-0.021756778775616437	No	0.038289392461501724	-0.017240900906644582	0.0008348144103275842	-0.026102622243664268	No	0.07326619610583363	0.09919339359192422	0.14347868034146355	0.11969414346695904	Unspecific	0.039009565885811844	0.08347511391379506	0.11495421388774663	0.06724746469228589	Specific	0.04697573147207669	No	0.06910279265031195	No	0.08470203356977198	No	0.18898091923532004	Unspecific	0.12730275040965922	Specific
		1012	101202	1	3	28.04.2017	Wistar	Wistar	Male	2-4	84	300-350	340	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	80.0	75	free-breathing	130.0	128	360.0	357	34.8	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								25.419048615	12.01629618	0.027552302391337	0.083701181041432	0.06580407703597763	0.02236902802921618	0.05727759186340939	0.025145224258093304	No	0.043774734291524085	0.006501444786559747	0.035284212414346365	0.055381010595125006	No	0.08036666503349418	0.018020061782257343	0.07034261408273396	0.038783793970708434	No	0.06524081433893159	0.048307964641862426	0.042253629276001264	0.03775763708794339	No	0.0570811429192057	0.038081189392751236	0.013895189240626592	-0.005555677246705219	No	0.046210200599561845	No	0.03471267514667813	No	0.03260133792085249	No	0.07864755321317701	No	0.05575912496728969	No
		1012	101203	1	4	14.06.2017	Wistar	Wistar	Male	2-4	84	300-350	320	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	resting-state	urethane	1375	urethane	1375	i.p	40.0	38	free-breathing	90.0	94			36.6	-	"JG: anesthesia provied as range ""1250-1500 mg/kg, i.p."" "	Bruker	Avance III	7.0	T+R	RT-volume trans + RT-quadrature rec	-	turboRARE	T2	4.0	0.04	SE-EPI	2.0	0.045	90.0	0.5X0.5	17.0	0.9	0	600.0		Mapshim	2nd	200 kHz	yes								27.258550575	11.952234975	0.0247391695999225	0.0718060437399801	0.0684654652330348	-0.020739049074186583	0.002272988454724434	0.02146001281346981	No	0.06015397114660088	0.004456213883566544	0.013991326217616973	0.00393273201490041	No	0.06496733326651893	-0.03000923777581341	-0.0050125804058226905	0.018291925514668444	No	0.0636171829403411	0.009863450282279598	0.004101295996274316	0.04589541260069846	No	0.05899731547172843	0.013273998106101486	-0.013192437208296229	0.05199559379667974	No	0.08234278274521134	No	0.05225733547632935	No	0.06549350041383893	No	0.09861337114116421	No	0.10040890960441622	Specific
