exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	tsnr.S1	tsnr.str	MFW	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat	maxFW
		1014	101402	1	399	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	63	350-400	395	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						28.576059965	15.47224951	0.00715508876734327	0.0130677933854908	0.107321081097849	0.1874483482467607	-0.0207018872067678	Specific	0.0070694216707499	0.1258689832378366	0.17314859327329	-0.0188485020863509	Specific	0.0130677933854908	0.107321081097849	0.1874483482467607	-0.0207018872067678	Specific	0.0049842438419845	0.1250595102213721	0.242716264221002	-0.0035908300970993	Specific	0.0040904460824118	0.1354303417677861	0.2268986975957755	-0.0265715469408444	Specific	0.0198845498614973
		1014	101403	1	403	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	65	350-400	396	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						29.09608647	16.97502086	0.007999112351977547	0.2504698538466682	0.2460566429601372	0.3992605036748158	0.3078514626221736	Unspecific	0.1965283782526076	0.2653232725567149	0.3009349089306558	0.2669463311001046	Unspecific	0.2504698538466682	0.2460566429601372	0.3992605036748158	0.3078514626221736	Unspecific	0.0703817238080797	0.1351519904433267	0.1656422786794385	-0.0041415141807719	Specific	0.0936029256071098	0.1185174854803524	0.1447987190738947	-0.0302454665411533	Specific	0.0220064096733439
		1014	101404	1	404	7/26/2016	Sprague Dawley	Sprague-Dawley	Male	2-4	64	300-350	327	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						32.45444468	20.318366055	0.00786914870791833	0.144632422189224	0.0975451689980207	0.1534692443401742	0.086807160276347	Specific	0.0777828637517164	0.0297306163264189	0.0990420726682777	0.0698305001445056	No	0.144632422189224	0.0975451689980207	0.1534692443401742	0.086807160276347	Specific	0.0314067292013127	0.1610223562033386	0.1754810265497221	0.0687296842128147	Specific	0.0473990567089133	0.1461392567735015	0.1688395456492968	0.061472801394604	Specific	0.0184055852549185
		1014	101405	1	467	7/19/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	64	200-250	220	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						46.45799165	24.378823935	0.0111568486228225	0.2252861337861467	0.2996626953823418	0.188064558383	0.1681429542452326	Unspecific	0.2176260291564027	0.2737448318911827	0.1687644691405444	0.2173975862636734	Unspecific	0.2252861337861467	0.2996626953823418	0.188064558383	0.1681429542452326	Unspecific	-0.006570737793719	0.2282422731640234	0.139319569081873	0.0856587997306125	Specific	-0.0094488767315188	0.2501742218861124	0.1493187611802684	0.0639082938448052	Specific	0.0308539581168259
		1014	101406	1	468	7/19/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	64	200-250	225	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						36.795625325	19.3437533	0.009719682411242783	0.1063210772037374	-0.0043403526184841	0.0359184333191173	0.0278524580136395	No	0.0588299279381731	0.0049594084241371	0.0228050448552723	-0.0147787485222808	No	0.1063210772037374	-0.0043403526184841	0.0359184333191173	0.0278524580136395	No	0.1078294981635105	0.080241550168684	0.0514614653671924	0.0922066307894056	No	0.0937820532566492	0.0747398415339304	0.0358856452643846	0.0770299968439284	No	0.0239534724622629
		1014	101407	1	475	7/20/2016	Sprague Dawley	Sprague-Dawley	Female	2-4	61	200-250	245	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						38.89970883	20.92587651	0.008758925194973382	-0.0481617033023326	0.2117001966875435	0.1566120272976397	0.0387590892927327	Specific	-0.047307385590802	0.1897504143357082	0.0974612600942331	0.0211397931960367	No	-0.0481617033023326	0.2117001966875435	0.1566120272976397	0.0387590892927327	Specific	-0.1035360261485651	0.2368580254849026	0.1579276105669146	0.0721224286360918	Specific	-0.0899442565430548	0.2446039479417942	0.1575167212100424	0.0313386928002081	Specific	0.026143432318261
		1014	101408	1	486	7/25/2016	Sprague Dawley	Sprague-Dawley	Female	0-2	55	200-250	215	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						33.594866825	16.97677578	0.010499635120778084	0.1100165836126335	0.0894490023411764	0.0627207552717189	0.0428078683557074	No	0.1048589830439199	0.0626253816635932	0.0188651581826994	0.0335227869882348	No	0.1100165836126335	0.0894490023411764	0.0627207552717189	0.0428078683557074	No	0.1083916459168797	0.1194987160508859	0.1002009429314143	0.1435261412064325	Unspecific	0.0920765040259394	0.1336004937604518	0.0928198996690402	0.1250417534773152	Spurious	0.0325656808050374
		1014	101409	1	488	7/26/2016	Sprague Dawley	Sprague-Dawley	Female	0-2	56	200-250	229	SAGE labs (now called Horizon)	in-house		resting-state	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6		10.0	5	free-breathing		unknown		unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7.0	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	GE-EPI	2.0	0.015		0.325 mm x 0.325 mm	38.0	0.7		300.0	none	Mapshim				LR	acquisition time = 10 min, JG: missing GE or SE, assuming GE						38.086337145	18.67846417	0.007765516592577628	0.0052227364165554	0.1858914664411421	0.1170594319766414	0.1425858480469188	Unspecific	0.0126329580606099	0.104340207374954	0.118253708522441	0.1042023901971868	Unspecific	0.0052227364165554	0.1858914664411421	0.1170594319766414	0.1425858480469188	Unspecific	-0.0020073435653409	0.2741031777406397	0.1506755259107327	0.060830256381923	Specific	-0.0083320961797062	0.2906701351112468	0.1137094760712553	0.0463989446427164	Specific	0.0184831294321962
		1015	101500	1	sub01	21-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	375	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		190.0	193	free-breathing	110.0	107		not available	38	not available	133	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						29.11018748	7.914473795	0.022848891198756813	0.006570351075005	0.0	0.2400574932421644	9.265010217184956e-05	Specific	0.0097379960535358	0.0	0.2877248850712038	9.427449521080104e-05	Specific	0.008696750690231	0.0	0.2979388175585407	0.0001390766540227	Specific	0.004238639517324	0.0	0.2509996548046312	0.0001203577204203	Specific	-0.0018434826735141	0.0	0.2361926832733321	0.0001328470308348	Specific	0.0749442793334506
		1015	101501	1	sub02	21-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	357	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		170.0	173	free-breathing	90.0	90		not available	37.7	not available	119	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						68.05666979	36.149457965	0.020993072803652237	0.3980190064074358	0.4476640665440812	0.2541201358541133	-0.1237697045630378	Specific	0.4050933936548705	0.374751356774124	0.2279181522663872	-0.0823638331726119	Specific	0.3818314360536601	0.464718873510109	0.2567328714720168	-0.1156523241750184	Specific	0.5448255718063985	0.4233812741671841	0.4894128833186876	-0.1508794035934844	Specific	0.5020700104993577	0.4218968914999341	0.4363260698109553	-0.1879799988562401	Specific	0.0606604446777691
yes	epi2anat	1015	101502	1	sub03	23-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	375	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		180.0	180	free-breathing	80.0	83		not available	38.1	not available	111	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						60.815562275	9.913370555	0.02206706313799404	0.1509383411526963	0.0023811462638732	0.1856696609365439	-0.0112165928330765	Specific	0.1460758121716767	0.0004206671952437	0.1901679556732094	0.0041958738237379	Specific	0.1704722650352511	-0.0028365972309901	0.1908367524017236	0.002393353773107	Specific	0.155653176170381	-0.0008181940908751	0.2690670171001589	-0.0076917628004293	Specific	0.1734909323653742	-0.0011385686899363	0.2413669529628781	0.0039011501067352	Specific	0.0614402138682821
		1015	101503	1	sub04	24-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	350-400	368	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		170.0	165	free-breathing	80.0	82		not available	37.7	not available	115	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						39.951949125	36.31004513	0.020915677442829857	0.3836996659586135	0.0702834238312187	0.6714505816979264	-0.0328237234649319	Specific	0.3883643460432645	0.0334778012499914	0.63597820993164	0.0063676360580218	Specific	0.3853383025718408	0.0701917552814882	0.6753181406613055	-0.03245130123963	Specific	0.3532375536582111	0.0668123574324163	0.5981318135668213	-0.0596294660017573	Specific	0.332131665371519	0.0587149726464086	0.6080964839426073	-0.0615049347307558	Specific	0.0536164653785988
		1015	101504	1	sub05	24-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	348	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		170.0	168	free-breathing	90.0	85		not available	37.7	not available	114	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						47.945729150000005	21.34010946	0.020963531948848323	0.1299799583874221	0.2759229188439033	0.4410777030037712	0.1386066666255634	Unspecific	0.1196962627024884	0.2417534915456728	0.3747423349232848	0.1431887343748297	Unspecific	0.1354712432569794	0.282919620460378	0.4470132545163512	0.1412713148463014	Unspecific	0.3692499179182067	0.280878238003488	0.5627508888159429	0.2170974034789293	Unspecific	0.3307729020641345	0.2660983328152098	0.4769767841762213	0.0328924995038212	Specific	0.0624668828580819
		1015	101505	1	sub06	24-Jan-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	324	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		170.0	171	free-breathing	100.0	97		not available	37.7	not available	106	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						47.57700831	34.925669535	0.02331705233900033	0.2210205954926521	0.2044831914986171	0.6087722488076134	0.1064472583753149	Unspecific	0.1957079673989975	0.1078969199050466	0.5105951231532808	0.0941207467160786	Specific	0.1508459860545887	0.0622187229212824	0.6324046080163763	0.1145656627439377	Unspecific	0.3073371197998252	0.1686237801012424	0.5644537012664991	-0.0329122588811645	Specific	0.2507958560835738	0.1672044832986288	0.5860314604470817	-0.0931979019742541	Specific	0.0742369360208779
		1015	101506	1	sub07	1-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	324	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		160.0	164	free-breathing	150.0	150		not available	37.7	not available	117	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						66.551854755	45.4902476	0.021708183660999313	0.5598766077231454	0.1869000602266194	0.6233622494897388	0.09056617624473	Specific	0.5429651670298903	0.1213356469304985	0.5893609209034493	0.1208167792182862	Unspecific	0.5587127432018874	0.2274516113196949	0.6051833424764126	0.1075912263665648	Unspecific	0.4680091239272062	0.2984594591552752	0.6685485758909508	0.281219194413503	Unspecific	0.4024525719780851	0.2768419399502563	0.6285819653314754	0.1333357656626179	Unspecific	0.0650696503541228
		1015	101507	1	sub08	1-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	250-300	293	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		190.0	191	free-breathing	100.0	104		not available	not available	not available	144	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						35.766218575	20.762444065	0.026032741572596368	0.5574914338887335	0.3708922434944201	0.7057301349144417	0.370122899017281	Unspecific	0.5031127059252457	0.2928103580240361	0.631200201386247	0.2860926821822743	Unspecific	0.5697118541372491	0.3636467701732735	0.6981815262447442	0.3236988823589541	Unspecific	0.5937249752428827	0.3825091175425985	0.6851861761061949	0.2451706092012832	Unspecific	0.5299415410034478	0.3233945918205996	0.6704594113111937	0.2493651752690281	Unspecific	0.0701951665448514
		1015	101508	1	sub09	3-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	300-350	310	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		200.0	203	free-breathing	100.0	104		not available	37.8	not available	154	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						57.1745006	35.94744385	0.023759394374754432	0.5065186154053651	-0.0418626969378823	0.4269817143967185	0.0817668734013704	Specific	0.5343120948446691	-0.0763149740068333	0.3428467550332766	0.0148233572410787	Specific	0.4983742823958818	-0.0177300751084917	0.4787797604224255	0.1236150429145101	Unspecific	0.401866608906896	-0.0338721445049254	0.2914123162992371	-0.0095260907461718	Specific	0.4048842522606614	-0.0154857764883704	0.3214527041893327	0.038098813937264	Specific	0.0678340745252518
		1015	101509	1	sub10	3-Apr-19	Sprague Dawley	Sprague-Dawley OFA	Male	0-2	8 weeks	250-300	289	Charles Rivers	in-house breeding	Rats trained with the Threat and Escape Task a week before scans	resting-state	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1		160.0	162	free-breathing	90.0	89		not available	37.8	not available	115	Varian/Agilent	VnmrJ	14.1	T/R	quadrature		RARE	T2	3.0	0.01017	GE-EPI	1.6	0.01	90.0	0.36*0.36	9.0	1	0.0	370.0	1	fastmap	1st+2nd	250kHz	No	AP	GE-EPI, 2 shots						45.33464696	31.1853235	0.021678304521984545	0.5897395037511414	0.6541220191834256	0.3883693328293113	0.2928646172014797	Unspecific	0.5681937336829501	0.5648820384928882	0.3073055871836299	0.2569557526722412	Unspecific	0.5802083799921145	0.6437607204127531	0.3715083102270146	0.2869082666851189	Unspecific	0.6941851336852317	0.7961802255904831	0.6132098334444057	0.0425768644333539	Specific	0.7032820658880935	0.8112438761015593	0.5800486290778039	0.0213132014617505	Specific	0.068083704502264
		1016	101600	1	38CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	239	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	0.8	air	20.0	15-20	free-breathing	50.0	49		Not available	36,6	Not available		Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0.0	600.0		mapshim											38.50708683	18.05940123	0.024213145993955524	0.0534217541790479	0.0794705845282033	0.1905249432707867	-0.1808495083350058	Specific	0.0728537814929063	0.097785818383597	0.1516466611197868	-0.134105352724915	Specific	0.0581760011573299	0.018024960469213	0.1519454701024428	-0.1364225562756101	Specific	0.1343893069346582	0.2636483159895599	0.2591973703450299	0.1799946719876004	Unspecific	0.1046490973185026	0.2063213369852414	0.2001659480312629	-0.0728755878329761	Specific	0.0548594783259074
		1016	101601	1	40CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	248	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1.6	air	20.0	15-20	free-breathing	40.0	43		Not available	35	Not available		Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0.0	600.0		mapshim											38.893479495	21.755831745	0.02778395390930172	0.0202617024311791	0.3903689547847828	0.2828322917863555	0.1312632904118542	Unspecific	0.0640434363305873	0.3465197102496241	0.2370245692059895	0.1036210858732094	Unspecific	0.0080881377245609	0.3831961414046709	0.2869168385024137	0.0818149657416565	Specific	0.1275504835678529	0.6139314955253147	0.3338021349108156	0.3985496866270296	Unspecific	0.0985880353342171	0.53781168765318	0.2562518632953117	0.1942701817413468	Unspecific	0.0922909575920827
		1016	101602	1	42CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	238	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1	air	20.0	15-20	free-breathing	50.0	54		Not available	35	Not available		Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0.0	600.0		mapshim											39.042948975	21.592041915	0.03353503166785266	0.3667443255075229	0.3075477517321666	0.2222117531842581	-0.3689592321805788	Specific	0.3211088816316746	0.3022329249151261	0.2094521846534195	-0.2696063562739761	Specific	0.4148433932789608	0.2722413638974303	0.1924760264978164	-0.3436143789986093	Specific	0.5269906239730928	0.6036446074105314	0.5734955958168908	0.3566172241942124	Unspecific	0.4037468818335945	0.4188423638780615	0.4589991530161644	0.0892210521223437	Specific	0.0983697937959745
		1016	101603	1	44CPre	07/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	234	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1.2	air	20.0	15-20	free-breathing	40.0	44		Not available	34,6	Not available		Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0.0	600.0		mapshim											39.312481645	17.032781595	0.024045824956518417	-0.0008926551043496	-0.0502816013845556	-0.0219662357866978	-0.132681596388628	Spurious	0.0444867365676884	-0.0404015933687543	-0.0233601512377926	-0.1047379126966782	Spurious	-0.0529753930482235	-0.0520736089070663	0.0140722927424071	-0.151067903788733	Spurious	0.0881568709376616	0.1978991742472896	0.1609826094096623	0.3067206150150282	Unspecific	0.0393344811756038	0.1276275080395448	0.0567126719764671	0.1396815852980664	Spurious	0.0729766484358689
		1016	101604	1	46CPre	20/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	248	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1	air	20.0	15-20	free-breathing	60.0	58		Not available	35,2	Not available		Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0.0	600.0		mapshim											20.940306191	11.51867947	0.06074526633930127	-0.0327640938976126	0.067592682778691	-0.2076267668135842	-0.0079597159898745	Spurious	-0.0147550624226681	0.090533912777518	-0.1256785127130252	0.0174139559747838	Spurious	-0.0802691801884138	0.0575533751952645	-0.1804271517486808	-0.1267920664721344	Spurious	0.0798482219436235	0.2691809694234519	-0.0061797626305705	-0.1398170004896731	Spurious	0.1064448911181151	0.1538569986452156	-0.0087587436647852	-0.1490580690773474	Spurious	0.377366305781689
		1016	101605	1	48CPre	20/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	239	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	2	air	20.0	15-20	free-breathing	60.0	64		Not available	35,8	Not available		Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0.0	600.0		mapshim											29.22017463	17.061599875	0.04143556894128276	0.1394231800196257	0.1632098677808444	0.1557105363530484	0.214913260286801	Unspecific	0.1038183761255573	0.2217090006188028	0.1130419488693166	0.1856762628565942	Unspecific	0.2474495263020658	0.0766074920961276	-0.1399687353525091	0.0015646523055047	Spurious	0.0513426232237827	0.0917114695858647	0.2214392042448119	0.4817514697560851	Unspecific	-0.0176583932872146	0.0751012413921117	0.2049361053967916	0.4371328685473981	Unspecific	0.0941359532378375
		1016	101606	1	50CPre	21/10/2016	Wistar	Wistar	Male	0-2	49-56	200-250	238	Instituto de Neurobiología			resting-state	isoflurane	3.5	isoflurane	1	air	20.0	15-20	free-breathing	50.0	53		Not available	35,4	Not available		Bruker	Paravision 6	7.0	R	R-phased array		turboRARE	T2	4.2	0.033	GE-EPI	1.0	0.02	60.0	0.469x0.469	20.0	1.2	0.0	600.0		mapshim											25.589299795	13.477917725	0.03081109061696895	0.2208950911842764	0.2291081819048147	0.1593676855490212	-0.2171954839934197	Specific	0.1779597677581205	0.2435176819934476	0.0596146720408607	-0.1293200681213164	Spurious	0.2899730061124743	0.0762529802652545	0.1105633082072696	-0.2289843543122763	Specific	0.3957272564028158	0.3942271460942179	0.1966804731068602	0.1723015091601255	Unspecific	0.3345528007839944	0.3386556988317561	0.1436981667956847	-0.0079346654647255	Specific	0.100498760536988
